transaction_id,transaction_date,customer_id,country,city,product,category,quantity,unit_price,payment_method,sales_rep,customer_type,status
TX02402,2026-05-15,CUST0721,Rwanda,Kigali,Keyboard,Accessories,3,2701.42,Cash,George,Corporate,Completed
TX01233,2026-01-15,,Uganda,Nairobi,Office Laptop,Hardware,1,90515.26,M-Pesa,Amina,Individual,Completed
TX02662,2026-06-08,CUST0057,TANZANIA,Mombasa,Wireless Mouse,Accessories,2,1751.52,Card,Faith,Corporate,Completed
TX02818,2026-01-15,CUST1098,KENYA,Kampala,Laptop Stand,Accessories,1,4499.07,Cash,Carol,Corporate,Pending
TX04785,2026-03-20,CUST0460,KE,Kisumu,Keyboard,Accessories,2,2359.96,Card,Amina,Individual,Completed
TX04648,2026-05-04,CUST1123,Kenya,NAIROBI,Laptop Bag,Accessories,1,3387.94,Card,John,SME ,Cancelled
TX01154,2026-03-03,CUST1072,Tanzania,Kisumu,Monitor,Hardware,1,21639.07,Card,Amina,Individual,Completed
TX04443,2026-03-03,CUST0349,Kenya,NAIROBI,Office Laptop,Hardware,1,91625.41,Bank Transfer,George,Individual,Pending
TX00058,2026-03-02,CUST1025,Tanzania,MOMBASA,Keyboard,Accessories,1,2452.6,Bank Transfer,Faith,SME,Completed
TX03517,2026-03-08,CUST0649,KE,Nairobi,Tablet,Hardware,1,44398.3,Card,Carol,Corporate,Completed
TX04360,2026-01-07,CUST0083,KE,Nairobi,Headset,Accessories,1,5035.5,Cash,Amina,SME,Completed
TX00492,2026-02-17,CUST0099,KE,MOMBASA,Headset,Accessories,2,4734.49,Bank Transfer,Carol,Individual,Completed
TX01736,2026-04-21,CUST0590,KE,Kampala,Wireless Mouse,Accessories,2,1893.53,Bank Transfer,Irene,SME,Completed
TX02824,2026-04-20,CUST0590,KE,Kigali,Office Laptop,Hardware,3,90185.53,Card,Faith,Individual,Pending
TX02197,2026-06-05,CUST1084,KENYA,NAIROBI,Laptop Stand,Accessories,1,4268.62,Card,Brian,Corporate,Completed
TX03679,2026-03-14,CUST0754,Tanzania,Kampala,Tablet,Hardware,1,43034.74,Cash,Irene,Corporate,Pending
TX02476,2026-05-16,CUST0353,Tanzania,Mombasa,USB-C Hub,Accessories,1,6853.83,Card,Brian,Corporate,Pending
TX02565,2026-05-06,CUST0758,KENYA,Kampala,Office Laptop,Hardware,2,91038.69,M-Pesa,John,Corporate,Pending
TX03276,2026-03-22,CUST0759,Tanzania,Kisumu,Laptop Bag,Accessories,1,3649.42,Card,John,Individual,Completed
TX03958,2026-01-18,CUST0342,Tanzania,Dar es Salaam,Monitor,Hardware,1,21877.59,Card,,SME ,Completed
TX02609,2026-01-11,CUST0209,Rwanda,Kisumu,Laptop Stand,Accessories,1,4571.76,Bank Transfer,Irene,SME ,Completed
TX03786,2026-05-16,CUST0055,KENYA,NAIROBI,Laptop Bag,Accessories,2,3680.24,Card,Brian,SME,Completed
TX00708,2026-01-24,CUST0016,KENYA,Mombasa,Tablet,Hardware,1,37923.04,Bank Transfer,Amina,Corporate,Completed
TX04352,2026-05-12,CUST0098,KENYA,Mombasa,Keyboard,Accessories,1,2302.13,Card,Faith,Corporate,Completed
TX01094,2026-01-20,CUST0058,Tanzania,MOMBASA,Tablet,Hardware,3,38285.42,M-Pesa,Faith,Corporate,Completed
TX04242,2026-04-13,CUST0240,TANZANIA,NAIROBI,Keyboard,Accessories,1,2444.21,M-Pesa,John,SME,Completed
TX01377,2026-04-15,CUST1166,Kenya,Dar es Salaam,Wireless Mouse,Accessories,1,1896.82,Card,Irene,Corporate,Completed
TX04993,2026-01-17,CUST0250,Uganda,,Wireless Mouse,Accessories,2,1652.91,M-Pesa,John,SME ,Pending
TX00073,2026-05-18,CUST0785,UGANDA,MOMBASA,Headset,Accessories,2,5405.55,Cash,David,Individual,Completed
TX01923,2026-01-08,CUST0191,Kenya,Kampala,External SSD,Storage,1,14830.79,M-Pesa,David,SME,Completed
TX03291,2026-05-02,CUST0266,UGANDA,NAIROBI,Laptop Bag,Accessories,1,3684.2,Cash,Carol,Individual,Completed
TX01765,2026-04-17,CUST0940,TANZANIA,NAIROBI,Keyboard,Accessories,4,2261.9,Bank Transfer,George,Corporate,Completed
TX00744,2026-06-16,CUST1198,TANZANIA,Nairobi,Keyboard,Accessories,2,2438.5,M-Pesa,Carol,Corporate,COMPLETED
TX03993,2026-02-08,CUST0408,Uganda,MOMBASA,Laptop Bag,Accessories,2,3789.02,Bank Transfer,George,Individual,Completed
TX01006,2026-05-30,CUST0208,Rwanda,MOMBASA,Laptop Bag,Accessories,1,3745.26,Cash,George,Individual,Pending
TX02669,2026-03-19,CUST0913,TANZANIA,Kampala,Laptop Stand,Accessories,3,4206.78,,Irene,Corporate,Completed
TX01191,2026-03-08,CUST0171,Rwanda,Kampala,Tablet,Hardware,1,45804.45,M-Pesa,Faith,SME,Completed
TX03308,2026-01-23,CUST0791,KE,Arusha,Keyboard,Accessories,4,2508.86,Bank Transfer,George,SME ,Pending
TX02602,2026-01-05,CUST0753,KENYA,Arusha,Keyboard,Accessories,2,2421.33,Bank Transfer,John,Individual,Cancelled
TX01126,2026-05-26,CUST1070,Kenya,Kisumu,USB-C Hub,Accessories,1,6598.21,Bank Transfer,Carol,Corporate,Cancelled
TX01242,2026-05-04,CUST0014,KENYA,Kampala,Headset,Accessories,1,5018.14,Cash,Amina,SME,Completed
TX04757,2026-04-29,CUST1160,Kenya,NAIROBI,Tablet,Hardware,1,38601.98,M-Pesa,Faith,Individual,Completed
TX04198,2026-03-26,CUST0330,Uganda,Kigali,External SSD,Storage,1,13229.31,Bank Transfer,Irene,Corporate,Cancelled
TX03712,2026-06-14,CUST1046,KENYA,Kisumu,Keyboard,Accessories,2,2564.69,Card,George,SME,Completed
TX00999,2026-05-11,CUST0856,TANZANIA,Kisumu,Keyboard,Accessories,1,2304.64,Bank Transfer,George,SME,Completed
TX04481,2026-03-24,CUST1051,KENYA,NAIROBI,Monitor,Hardware,5,20450.53,M-Pesa,George,Corporate,Cancelled
TX02685,2026-01-25,CUST0420,Rwanda,MOMBASA,Laptop Bag,Accessories,1,3244.93,Cash,Faith,Individual,Completed
TX01578,2026-02-28,CUST0576,KE,Arusha,Wireless Mouse,Accessories,2,1887.4,,Irene,SME,Completed
TX04869,2026-02-20,CUST0750,UGANDA,Dar es Salaam,Tablet,Hardware,2,44341.66,M-Pesa,John,Corporate,Completed
TX01827,2026-02-01,CUST1122,Rwanda,Nairobi,Tablet,Hardware,2,38928.09,Cash,Irene,Individual,Completed
TX03411,2026-01-20,CUST1142,Uganda,Mombasa,Wireless Mouse,Accessories,1,1641.31,Cash,Faith,Individual,Completed
TX00298,2026-06-13,CUST0375,Tanzania,NAIROBI,External SSD,Storage,2,15502.25,M-Pesa,Faith,SME,Completed
TX03661,2026-03-16,CUST0595,Tanzania,Nairobi,Monitor,Hardware,1,22785.39,Card,Amina,Corporate,Completed
TX00441,2026-04-14,CUST0110,Rwanda,Dar es Salaam,Office Laptop,Hardware,5,93855.07,Cash,John,Individual,Completed
TX04575,2026-02-28,CUST1180,Uganda,NAIROBI,Keyboard,Accessories,2,2522.4,Card,Amina,Corporate,Pending
TX01101,2026-01-13,CUST0088,Kenya,Kampala,Office Laptop,Hardware,2,86664.68,Cash,George,SME,Completed
TX02638,2026-03-26,CUST1095,UGANDA,Dar es Salaam,Laptop Stand,Accessories,2,4465.45,M-Pesa,Faith,Corporate,Completed
TX01419,2026-02-10,CUST0978,Tanzania,MOMBASA,Monitor,Hardware,2,21427.68,M-Pesa,Amina,Individual,Pending
TX00650,2026-03-10,CUST0746,Uganda,MOMBASA,Office Laptop,Hardware,1,90108.34,M-Pesa,,SME,Completed
TX01547,2026-04-06,CUST0020,UGANDA,NAIROBI,Monitor,Hardware,2,19867.83,Cash,George,Individual,Completed
TX03876,2026-03-03,CUST0831,Uganda,Kigali,USB-C Hub,Accessories,2,5914.85,Cash,Brian,SME,Pending
TX03686,2026-04-19,CUST0078,Uganda,Dar es Salaam,External SSD,Storage,2,15296.75,M-Pesa,Irene,SME,Pending
TX04021,2026-06-23,CUST0639,Kenya,Arusha,Laptop Stand,Accessories,1,4930.75,Card,Amina,Individual,Cancelled
TX03304,2026-06-29,CUST0664,Kenya,Arusha,Monitor,Hardware,1,22698.5,Cash,Amina,Individual,Cancelled
TX03872,2026-03-20,CUST0365,Kenya,MOMBASA,Laptop Bag,Accessories,2,3370.42,Card,David,SME ,Completed
TX00631,2026-02-20,CUST1144,Tanzania,Arusha,Tablet,Hardware,1,43037.56,Cash,Faith,SME,Completed
TX00673,2026-05-30,CUST0893,Uganda,NAIROBI,Monitor,Hardware,3,21221.15,Card,Irene,Corporate,Completed
TX01250,2026-06-11,CUST0183,KENYA,Kampala,Laptop Stand,Accessories,1,4173.23,M-Pesa,Brian,Corporate,Completed
TX00483,2026-06-22,CUST0237,Rwanda,MOMBASA,Monitor,Hardware,2,19928.28,Card,Irene,Corporate,Completed
TX01585,2026-06-28,CUST0733,Kenya,MOMBASA,Tablet,Hardware,2,42117.96,M-Pesa,Faith,Corporate,Pending
TX03188,2026-06-19,CUST0736,Kenya,Kampala,Laptop Stand,Accessories,2,4274.55,Card,Brian,SME,Cancelled
TX04704,2026-05-22,CUST0063,Rwanda,Arusha,Laptop Bag,Accessories,2,3373.89,Bank Transfer,Carol,Individual,Completed
TX03151,2026-05-25,CUST0619,UGANDA,Kisumu,External SSD,Storage,1,14431.80,Bank Transfer,Faith,Corporate,Cancelled
TX01463,2026-04-26,CUST0410,KENYA,Kisumu,Wireless Mouse,Accessories,1,1975.25,Card,David,Corporate,Pending
TX04066,2026-03-28,CUST0405,TANZANIA,Kigali,External SSD,Storage,1,14631.15,Cash,David,Corporate,Completed
TX03751,2026-06-09,CUST0204,Rwanda,Mombasa,Keyboard,Accessories,1,2380.11,Bank Transfer,Amina,SME,Pending
TX03296,2026-06-01,CUST0522,Tanzania,MOMBASA,Tablet,Hardware,2,44799.11,Card,Carol,Corporate,Pending
TX02579,2026-02-19,CUST0042,TANZANIA,Mombasa,Monitor,Hardware,1,22488.19,Bank Transfer,David,Corporate,Pending
TX03933,2026-02-06,CUST0292,KENYA,Dar es Salaam,Headset,Accessories,2,4866.01,M-Pesa,Brian,Individual,Completed
TX00050,2026-04-09,CUST0062,TANZANIA,Kigali,Laptop Stand,Accessories,1,4661.86,Cash,John,Individual,Completed
TX04606,2026-06-16,CUST0078,Kenya,Kigali,Headset,Accessories,2,4703.82,Cash,Brian,SME,Completed
TX03170,2026-06-09,CUST0953,TANZANIA,Kampala,Laptop Bag,Accessories,1,3213.55,Bank Transfer,John,Corporate,Cancelled
TX00859,2026-02-22,CUST0715,Uganda,Mombasa,Laptop Stand,Accessories,1,4102.4,Cash,John,Corporate,Cancelled
TX01073,2026-03-01,CUST0231,Rwanda,Kigali,Keyboard,Accessories,2,2667.06,Cash,Carol,SME,Completed
TX00720,2026-06-22,CUST0954,Rwanda,Kampala,Keyboard,Accessories,1,2548.02,Bank Transfer,David,SME,COMPLETED
TX03275,2026-04-12,CUST1015,UGANDA,Dar es Salaam,USB-C Hub,Accessories,1,6531.41,Card,John,Individual,Completed
TX02632,2026-06-06,CUST0854,UGANDA,Nairobi,External SSD,Storage,2,14762.27,Card,Brian,Corporate,Pending
TX04953,2026-02-20,CUST0892,Tanzania,Nairobi,Keyboard,Accessories,4,2639.51,Bank Transfer,Irene,Individual,Completed
TX01661,2026-02-05,CUST0895,Rwanda,Dar es Salaam,External SSD,Storage,1,15503.35,M-Pesa,Brian,Individual,Completed
TX01657,2026-04-08,CUST0230,Tanzania,Kisumu,External SSD,Storage,2,15721.62,Cash,Amina,Individual,completed
TX02426,2026-01-07,CUST0855,Tanzania,Kisumu,Office Laptop,Hardware,1,104460.06,Bank Transfer,David,Individual,Completed
TX03649,2026-06-11,CUST0759,Uganda,MOMBASA,Laptop Bag,Accessories,1,3255.51,Card,Brian,SME,Completed
TX03106,2026-03-18,CUST1091,Rwanda,Dar es Salaam,Laptop Stand,Accessories,2,4556.22,Cash,George,Individual,Completed
TX02723,2026-04-11,CUST1163,KE,MOMBASA,Wireless Mouse,Accessories,4,1782.94,Bank Transfer,,Corporate,Completed
TX03428,2026-06-18,CUST0792,TANZANIA,Arusha,Office Laptop,Hardware,1,96444.62,Card,Brian,Corporate,Cancelled
TX04551,2026-03-22,CUST0861,Uganda,MOMBASA,USB-C Hub,Accessories,2,6287.1,,Amina,Individual,Cancelled
TX03424,2026-04-10,CUST0241,KENYA,Dar es Salaam,External SSD,Storage,3,15549.77,Cash,Faith,Individual,Completed
TX04830,2026-03-26,CUST0537,UGANDA,Kampala,Tablet,Hardware,2,38594.36,Card,John,SME,Completed
TX02935,2026-01-05,CUST1174,KE,Kampala,Headset,Accessories,1,4836.31,M-Pesa,David,Corporate,Completed
TX04194,2026-02-20,CUST0079,UGANDA,Kigali,Office Laptop,Hardware,1,97815.2,Cash,Brian,Corporate,Pending
TX04595,2026-01-21,CUST0049,Uganda,MOMBASA,Headset,Accessories,1,4954.44,Card,Faith,Individual,Completed
TX02607,2026-06-18,CUST0393,Kenya,Nairobi,Monitor,Hardware,2,22576.08,Card,Carol,SME,Pending
TX01386,2026-02-20,CUST0271,Tanzania,Nairobi,Keyboard,Accessories,2,2414.55,M-Pesa,John,Corporate,Completed
TX03968,2026-02-20,CUST0832,TANZANIA,Dar es Salaam,Laptop Stand,Accessories,1,4441.27,Bank Transfer,David,Corporate,Completed
TX01400,2026-02-01,CUST0423,Tanzania,Arusha,Wireless Mouse,Accessories,1,1967.68,Cash,Brian,SME,Completed
TX01196,2026-02-08,CUST0606,Kenya,Arusha,Laptop Stand,Accessories,2,4894.87,Bank Transfer,Carol,Individual,Completed
TX01409,2026-01-04,CUST0091,Kenya,Nairobi,Office Laptop,Hardware,1,101890.81,Cash,David,Corporate,Completed
TX03957,2026-03-08,CUST0547,Rwanda,Kisumu,External SSD,Storage,3,15632.57,Bank Transfer,Brian,SME,Pending
TX01799,2026-01-23,CUST1061,KENYA,MOMBASA,Laptop Stand,Accessories,1,4555.62,Bank Transfer,Amina,Individual,Completed
TX01476,2026-05-15,CUST0507,Kenya,MOMBASA,Laptop Bag,Accessories,35,14500,M-Pesa,Irene,Individual,Cancelled
TX03335,2026-01-01,CUST0187,TANZANIA,Kisumu,Laptop Bag,Accessories,2,3751.2,M-Pesa,Irene,SME,Completed
TX00036,2026-03-27,CUST0575,KENYA,Dar es Salaam,Keyboard,Accessories,1,2437.79,Card,Faith,SME,Completed
TX03667,2026-01-18,CUST0697,Rwanda,NAIROBI,Laptop Stand,Accessories,3,4349.53,Card,David,Corporate,Completed
TX02346,2026-01-03,CUST0345,KE,NAIROBI,USB-C Hub,Accessories,2,6950.8,Cash,George,Individual,Cancelled
TX03567,2026-01-06,CUST0347,Tanzania,Mombasa,Office Laptop,Hardware,1,90871.45,Card,Amina,Corporate,Completed
TX02360,2026-05-30,CUST0575,Tanzania,Kisumu,Laptop Bag,Accessories,1,3435.72,M-Pesa,Carol,SME,Cancelled
TX02207,2026-04-16,CUST0570,Tanzania,NAIROBI,Tablet,Hardware,5,45724.79,Cash,George,SME,Completed
TX03319,2026-01-09,CUST0210,UGANDA,Arusha,Monitor,Hardware,1,20281.13,Card,David,Corporate,Cancelled
TX03899,2026-03-03,CUST0807,Uganda,Kigali,Monitor,Hardware,4,21392.91,M-Pesa,Carol,SME,Completed
TX01287,2026-05-27,CUST0488,Tanzania,Arusha,External SSD,Storage,1,14887.96,M-Pesa,Amina,SME,Completed
TX00350,2026-04-28,CUST0154,TANZANIA,Kampala,Laptop Stand,Accessories,1,4584.2,Card,David,Corporate,Completed
TX02138,2026-02-05,CUST0626,Tanzania,Dar es Salaam,Keyboard,Accessories,1,2334.28,Card,Amina,SME,Completed
TX02692,2026-05-29,,UGANDA,Nairobi,Laptop Bag,Accessories,1,3797.45,Bank Transfer,Carol,SME,Pending
TX03991,2026-03-22,CUST1114,KENYA,Kampala,Headset,Accessories,1,5382.0,Cash,George,Individual,Completed
TX03791,2026-05-24,CUST1082,UGANDA,Dar es Salaam,External SSD,Storage,5,14489.05,Cash,David,Corporate,Completed
TX01682,2026-02-19,CUST1145,UGANDA,Kampala,Laptop Stand,Accessories,3,4401.38,Card,Brian,SME,Completed
TX04125,2026-06-20,CUST0884,Tanzania,NAIROBI,Wireless Mouse,Accessories,1,1722.81,Cash,John,SME,Pending
TX01444,2026-02-01,CUST0412,TANZANIA,Dar es Salaam,Office Laptop,Hardware,1,86448.53,Cash,John,SME,Completed
TX03362,2026-05-25,CUST0286,Kenya,Mombasa,Monitor,Hardware,2,20330.49,Bank Transfer,Faith,Corporate,Pending
TX01672,2026-05-28,CUST0424,Rwanda,Arusha,Wireless Mouse,Accessories,3,1626.92,Cash,Carol,Corporate,Completed
TX03322,2026-02-09,CUST0115,TANZANIA,Mombasa,Tablet,Hardware,1,42093.86,Cash,Irene,SME,Completed
TX01180,2026-03-10,CUST0006,Uganda,MOMBASA,Headset,Accessories,1,5203.39,Cash,Carol,SME,Pending
TX02799,2026-03-02,CUST1061,Tanzania,Mombasa,Office Laptop,Hardware,1,87305.05,Cash,Amina,Individual,Pending
TX01693,2026-01-24,CUST0943,KENYA,Arusha,Tablet,Hardware,1,41226.66,Cash,George,Individual,Completed
TX04010,2026-03-31,CUST0541,Rwanda,Dar es Salaam,Laptop Bag,Accessories,4,3628.44,,Brian,SME,Completed
TX00373,2026-01-27,CUST1000,Rwanda,Mombasa,Keyboard,Accessories,2,2517.15,M-Pesa,John,SME,Cancelled
TX03739,2026-04-11,CUST0561,Tanzania,MOMBASA,Monitor,Hardware,2,22275.43,M-Pesa,Carol,Individual,Completed
TX01917,2026-03-21,CUST0308,Rwanda,Mombasa,Laptop Stand,Accessories,1,4104.33,Card,George,SME,COMPLETED
TX01358,2026-06-26,CUST0547,Uganda,MOMBASA,Wireless Mouse,Accessories,2,1736.94,Bank Transfer,Brian,Individual,Completed
TX01826,2026-03-03,CUST0637,KE,Kampala,Monitor,Hardware,1,20983.18,M-Pesa,Carol,Individual,Completed
TX00787,2026-02-15,CUST0969,Uganda,Kigali,External SSD,Storage,2,14093.98,M-Pesa,Amina,Corporate,Completed
TX00470,2026-02-15,CUST0789,Tanzania,MOMBASA,Laptop Stand,Accessories,2,4528.31,Cash,Amina,SME,Completed
TX00141,2026-03-14,CUST0952,TANZANIA,Kigali,Keyboard,Accessories,1,2361.91,Bank Transfer,Carol,Individual,Completed
TX00789,2026-02-04,CUST0855,Uganda,Arusha,External SSD,Storage,2,15660.91,Cash,David,Corporate,Pending
TX00324,2026-01-23,CUST1098,TANZANIA,Nairobi,Laptop Stand,Accessories,1,4733.65,Card,David,SME,Cancelled
TX00051,2026-05-27,CUST0265,Uganda,Kigali,USB-C Hub,Accessories,1,5979.98,Bank Transfer,David,SME,Completed
TX00715,2026-03-14,CUST0561,Kenya,Mombasa,Headset,Accessories,1,4859.09,M-Pesa,Brian,SME,Cancelled
TX04563,2026-04-17,CUST0883,Rwanda,MOMBASA,USB-C Hub,Accessories,1,6573.06,Cash,Brian,Individual,Completed
TX02841,2026-04-18,CUST0661,UGANDA,Kisumu,External SSD,Storage,1,15412.16,Cash,Amina,Individual,Completed
TX02447,2026-01-02,CUST0687,Rwanda,NAIROBI,Tablet,Hardware,1,46103.43,Bank Transfer,Faith,Corporate,Completed
TX04949,2026-03-07,CUST1095,KENYA,Mombasa,Laptop Stand,Accessories,1,4869.21,M-Pesa,George,SME,Pending
TX04598,2026-03-19,CUST0068,Rwanda,Kigali,Headset,Accessories,1,5684.42,Bank Transfer,Irene,SME,Completed
TX04671,2026-05-28,CUST0184,UGANDA,NAIROBI,USB-C Hub,Accessories,1,6458.18,Bank Transfer,David,Corporate,Completed
TX03126,2026-01-13,CUST0106,UGANDA,Kampala,Wireless Mouse,Accessories,2,1861.2,Cash,Amina,SME,Cancelled
TX02667,2026-03-25,CUST0997,KENYA,NAIROBI,Office Laptop,Hardware,1,96308.36,Bank Transfer,Faith,Corporate,Completed
TX00407,2026-01-26,CUST0071,TANZANIA,Arusha,Laptop Bag,Accessories,1,3803.19,M-Pesa,Faith,SME,Completed
TX03480,2026-01-09,CUST0833,KENYA,NAIROBI,Monitor,Hardware,1,21616.58,Cash,,SME,Completed
TX01005,2026-01-09,CUST0292,TANZANIA,Nairobi,Tablet,Hardware,1,41882.88,M-Pesa,John,Corporate,Completed
TX04997,2026-03-11,CUST0975,UGANDA,Dar es Salaam,Keyboard,Accessories,2,2594.16,Bank Transfer,Carol,Individual,Completed
TX00891,2026-03-19,CUST0013,KE,Kampala,Office Laptop,Hardware,2,97359.65,Bank Transfer,David,Corporate,completed
TX02412,2026-05-11,CUST0370,Kenya,Kigali,Laptop Stand,Accessories,2,4705.74,Cash,John,SME ,Pending
TX02546,2026-01-09,CUST0595,KE,Kisumu,Tablet,Hardware,2,38390.78,Cash,Brian,SME,Completed
TX03559,2026-06-03,CUST0930,Uganda,Dar es Salaam,Monitor,Hardware,3,22155.51,M-Pesa,George,Corporate,Cancelled
TX02391,2026-01-07,CUST0146,Uganda,Dar es Salaam,Wireless Mouse,Accessories,1,1884.76,M-Pesa,Carol,Individual,Completed
TX04077,2026-02-01,CUST0522,UGANDA,Kigali,Headset,Accessories,2,5150.31,Bank Transfer,Irene,Corporate,Completed
TX00043,2026-02-08,CUST0357,KENYA,Kisumu,Monitor,Hardware,1,19875.51,Bank Transfer,Brian,SME,Completed
TX02831,2026-02-12,CUST0093,Tanzania,Kampala,Keyboard,Accessories,1,2684.72,Card,Brian,Corporate,Completed
TX03429,2026-05-11,CUST0377,KE,Kigali,Wireless Mouse,Accessories,1,1754.08,Bank Transfer,John,SME,Pending
TX03023,2026-06-27,CUST0337,TANZANIA,Kigali,Wireless Mouse,Accessories,2,1707.87,Cash,Amina,Corporate,Completed
TX00304,2026-01-30,CUST0485,UGANDA,Kisumu,Tablet,Hardware,1,40430.93,Card,,Individual,Completed
TX04588,2026-01-28,CUST0195,KE,Arusha,USB-C Hub,Accessories,2,6882.5,Card,David,Individual,Completed
TX03878,2026-06-21,CUST0366,Uganda,NAIROBI,Tablet,Hardware,1,41333.63,Bank Transfer,George,SME,Completed
TX00665,2026-05-15,CUST0703,KE,Arusha,Office Laptop,Hardware,1,100902.99,Card,Brian,Corporate,Cancelled
TX01178,2026-04-17,CUST0263,Rwanda,Nairobi,Headset,Accessories,1,5434.1,Bank Transfer,Amina,Individual,Pending
TX02677,2026-01-24,CUST0686,KE,Kampala,Tablet,Hardware,4,44896.56,M-Pesa,David,Individual,Completed
TX01948,2026-01-18,CUST0054,KE,Arusha,External SSD,Storage,1,13877.26,Bank Transfer,John,Individual,Completed
TX02502,2026-05-16,CUST0582,KE,Kisumu,Wireless Mouse,Accessories,1,1902.55,Bank Transfer,John,Individual,Pending
TX01474,2026-01-23,CUST0610,Uganda,Arusha,Laptop Bag,Accessories,2,3241.14,M-Pesa,George,SME,Pending
TX03608,2026-02-09,CUST0360,Rwanda,Arusha,Keyboard,Accessories,2,2706.53,Bank Transfer,John,Corporate,Completed
TX04388,2026-02-13,CUST0868,Rwanda,Kigali,Laptop Stand,Accessories,2,4550.23,M-Pesa,George,Individual,Completed
TX02133,2026-01-02,CUST0479,Tanzania,MOMBASA,Tablet,Hardware,1,41200.25,Card,Brian,Individual,Completed
TX01027,2026-01-08,CUST0568,TANZANIA,Kigali,Tablet,Hardware,1,39317.57,Card,Irene,SME ,Pending
TX02990,2026-04-24,CUST1034,KE,NAIROBI,Laptop Stand,Accessories,1,4190.3,Bank Transfer,Amina,SME,Completed
TX00962,2026-01-14,CUST1080,KE,Arusha,USB-C Hub,Accessories,2,6521.38,Card,Irene,Corporate,Completed
TX02890,2026-01-25,CUST1061,UGANDA,Dar es Salaam,Laptop Bag,Accessories,1,3743.59,Bank Transfer,Carol,Corporate,Completed
TX03022,2026-02-24,CUST0968,KE,Arusha,Wireless Mouse,Accessories,1,1823.05,M-Pesa,David,SME,Completed
TX03016,2026-01-01,CUST0209,Uganda,Kampala,USB-C Hub,Accessories,1,6603.69,M-Pesa,Amina,Individual,COMPLETED
TX03251,2026-03-11,CUST0411,KENYA,MOMBASA,Laptop Stand,Accessories,3,4356.75,Bank Transfer,Brian,Individual,Completed
TX02010,2026-03-07,CUST0628,Kenya,Dar es Salaam,Laptop Bag,Accessories,2,3189.35,M-Pesa,Irene,SME,Cancelled
TX02150,2026-05-07,CUST0611,KE,Kigali,USB-C Hub,Accessories,2,6081.19,Card,Faith,Corporate,Cancelled
TX03443,2026-04-06,CUST0234,Uganda,Kigali,Laptop Stand,Accessories,5,4292.88,Cash,George,Individual,Completed
TX02339,2026-02-15,CUST0786,TANZANIA,Dar es Salaam,USB-C Hub,Accessories,1,5856.59,Bank Transfer,Brian,SME,Pending
TX04025,2026-04-09,CUST1161,TANZANIA,Kigali,Monitor,Hardware,2,21149.22,Bank Transfer,David,SME,Cancelled
TX00305,2026-01-18,CUST0201,Tanzania,MOMBASA,Tablet,Hardware,1,41781.65,M-Pesa,Faith,Individual,Completed
TX01441,2026-01-27,CUST0484,KE,NAIROBI,Laptop Stand,Accessories,1,4802.83,Bank Transfer,Amina,Individual,Pending
TX01497,2026-06-23,CUST0444,Tanzania,Dar es Salaam,Headset,Accessories,3,5435.67,M-Pesa,David,SME,Completed
TX02653,2026-03-30,CUST0453,Rwanda,Dar es Salaam,Monitor,Hardware,1,20636.41,Card,Amina,Individual,Cancelled
TX02876,2026-02-14,,UGANDA,Kisumu,External SSD,Storage,1,13915.66,Card,Amina,SME,Completed
TX00917,2026-03-22,CUST1012,Tanzania,Kigali,Wireless Mouse,Accessories,1,1727.3,M-Pesa,Carol,Corporate,Completed
TX04701,2026-06-28,CUST1041,KENYA,Dar es Salaam,USB-C Hub,Accessories,2,5959.93,Bank Transfer,David,Corporate,Cancelled
TX04619,2026-03-22,CUST0027,TANZANIA,MOMBASA,Office Laptop,Hardware,1,101411.87,Cash,Irene,Corporate,Pending
TX02773,2026-05-01,CUST0821,Uganda,NAIROBI,Laptop Stand,Accessories,2,4548.18,Card,Brian,SME,Completed
TX01625,2026-04-04,CUST0716,KENYA,Mombasa,Monitor,Hardware,1,24108.19,Card,Carol,SME,Completed
TX04652,2026-06-11,CUST0158,Kenya,Nairobi,Headset,Accessories,1,5332.79,M-Pesa,Brian,SME,Completed
TX00822,2026-02-20,,KENYA,Arusha,Office Laptop,Hardware,1,92554.15,Card,George,Corporate,Cancelled
TX03419,2026-04-22,CUST0255,Kenya,Kampala,Monitor,Hardware,2,22721.67,Bank Transfer,George,SME,Completed
TX01355,2026-02-26,CUST0079,KE,Dar es Salaam,Office Laptop,Hardware,1,89602.83,M-Pesa,Brian,Corporate,Completed
TX04572,2026-03-31,CUST0681,Uganda,NAIROBI,Wireless Mouse,Accessories,1,1696.31,Cash,Amina,Individual,Completed
TX00851,2026-05-25,CUST0509,Rwanda,Dar es Salaam,USB-C Hub,Accessories,1,6144.79,Bank Transfer,Amina,SME,Completed
TX01001,2026-01-25,CUST1056,Kenya,Mombasa,Laptop Bag,Accessories,3,3247.06,Bank Transfer,David,Corporate,COMPLETED
TX04379,2026-05-21,CUST0484,KE,NAIROBI,Monitor,Hardware,4,20235.26,Bank Transfer,John,SME,Completed
TX00019,2026-02-22,CUST0730,KE,NAIROBI,Headset,Accessories,1,5624.6,Cash,George,Corporate,Completed
TX01638,2026-06-17,CUST0237,Tanzania,Kigali,Laptop Stand,Accessories,1,4133.89,M-Pesa,Faith,Individual,Completed
TX01668,2026-01-10,CUST0236,KENYA,Kisumu,Wireless Mouse,Accessories,1,1877.28,Card,Brian,Corporate,Pending
